class,left_elbow_angle,right_elbow_angle,left_back_angle,right_back_angle
good_form,117.15741157369484,107.48187875442882,172.45412537222822,168.30978416164723
good_form,112.73218531788257,96.29748280125821,173.6890012153946,168.12187758492587
good_form,108.0559339345275,91.92248547268964,174.53056496062533,167.6470501350355
good_form,105.00292168508886,86.82335264518362,175.34804845826523,167.63302424880897
good_form,103.38819202246714,81.04198904736467,174.85169372194497,167.32988611824513
good_form,101.86610325302456,73.54674998192296,175.33227249034067,166.7679065417941
good_form,104.63195819840286,68.54373173723914,176.04000985147098,166.6259072622166
good_form,92.10199370855867,64.50606704944286,176.13945952248113,166.47911132813556
good_form,92.50089916013127,59.91994168158928,176.7100674291212,166.4961009273069
good_form,88.69798249019257,56.88447854780292,176.67649342617597,166.49977908175433
good_form,87.45423440011699,55.81235284654341,176.25246422220664,166.62555664228742
good_form,88.42169939522175,54.43985584809919,176.2107207279087,167.29648244811068
good_form,85.40960611058411,52.54233376385874,176.05022311377616,167.12383142150185
good_form,83.90575275344682,51.06545763880444,175.289251335198,167.75649309192252
good_form,82.2146365868214,49.702282343044345,174.91548680772158,168.04209799765061
good_form,77.51203833854866,47.48554643997705,174.00961477628084,168.14459540973698
good_form,77.90181481151616,47.66572248041558,173.63889468160343,168.4238669355284
good_form,78.13529451978661,46.52216184805958,173.50986685648016,168.86488236368228
good_form,75.24593642614565,46.00009205781438,173.51658739497935,168.94678114182892
good_form,73.1947565373911,45.35896970009685,173.6557570552727,168.13917757470634
good_form,66.7964950881502,43.891645395631826,173.73553118048167,166.83736525425155
good_form,65.10496767595765,43.29402273268912,174.42146961732493,165.6376017320687
good_form,67.03959980373025,42.784933660281204,175.09389469737755,165.30494503570904
good_form,65.79250594170792,40.61776954184689,175.93819232117224,164.8665451383101
good_form,63.618102494963004,39.02152937935903,176.09405514560274,164.71139433418367
good_form,63.03620879342955,37.332275730480134,176.27485122107348,164.30248457478686
good_form,62.90644025253862,36.49152870460578,176.6148863030097,163.8728968614428
good_form,61.82090614554795,35.614059411471544,176.7707100292273,163.6099485636244
good_form,60.90108757255908,35.985684568375675,176.29209671320407,163.69439859483313
good_form,59.8692103651683,36.00903807890235,176.16958102458906,163.4775752878693
good_form,59.803587119824684,35.89047159922055,176.28178697770883,163.43777567612062
good_form,59.457183425517314,35.887993959080525,176.0430901077301,163.82748034673756
good_form,59.28972956669648,35.91291679092568,176.05455995435716,164.02540885204823
good_form,61.41021849428523,34.913234052481506,176.49475440454145,164.24899781227208
good_form,60.98568398007705,34.83081329364579,176.47092673176135,164.36522629916053
good_form,60.5197676955743,35.00950369675694,176.49985448440773,164.37900431432345
good_form,61.35855364203695,36.332092648105395,176.48001186165993,164.73615108717993
good_form,65.08865180479467,36.79470697109763,176.6119013671283,164.94085639066515
good_form,66.13648718131599,36.97244645058726,176.6703141985243,164.99391451401746
good_form,67.15568478960722,37.33897696973932,176.63518156980308,165.069744632205
good_form,66.8458975120746,40.279086433124256,176.3269258288975,165.67899705975236
good_form,68.56336799143199,41.08215143403759,175.9604581186167,166.104006475968
good_form,69.18986637172954,42.57916056932578,175.95439051280124,167.00874483723197
good_form,70.18308141225525,42.719791218333405,175.8067387322695,167.22470978507127
good_form,74.32307165807258,45.50197698700228,175.81271954118932,167.84024282411218
good_form,76.23473008369031,48.75597285831682,175.671218018659,167.9853726346864
good_form,78.32339481375054,51.40105199677027,175.84110783304786,167.7595696198293
good_form,81.04076666557464,53.21397423808822,175.90334669096455,167.3756199345869
good_form,84.27183738293556,54.59987165604464,175.74943985450625,167.5772659901971
