class,left_elbow_angle,right_elbow_angle,left_shoulder_swing_angle,right_shoulder_swing_angle
good_form,53.505368031971294,94.00973914901604,32.75367698096159,32.279264224853634
good_form,51.00792251363941,91.90844728138164,33.23370433895976,32.59113427965305
good_form,50.25936585351431,90.14647425655563,33.970834773197105,33.00968309740356
good_form,49.599370426695856,90.28192061955079,34.187844522152204,33.95739032825411
good_form,48.33460416717432,89.68241100258443,34.69019821455132,33.815235418100414
good_form,48.015432248630155,89.16321941860951,34.3826088871974,32.51589515511937
good_form,49.52119326816043,91.60648644931481,34.109865990391576,33.97760908914654
good_form,51.43082470190891,93.69863063434778,33.1948417948628,33.855485962145885
good_form,57.13883107821962,95.00216466587753,33.89722510691325,33.90503423231359
good_form,59.47649577664212,93.77253063018856,36.276625734513246,31.334707415340834
good_form,63.47905208759451,93.97582496435778,36.29617398340242,28.11312366070362
good_form,66.08973032627715,95.51702085032896,35.91296220117979,27.260868630550938
good_form,68.14250699534013,98.79370566705099,35.748048301315514,27.34627950770127
good_form,69.44863122430907,102.51851371366094,35.31953574803549,26.26021082296552
good_form,72.02777416058387,104.62031311585542,34.89198039974322,26.974681254521315
good_form,77.48901242204323,110.16661219091759,34.760658409248784,27.371983983939852
good_form,80.71686838658542,114.67672765686339,34.68972929700208,27.53910390447035
good_form,86.69089738226228,118.52629530941894,33.62631921995625,27.22235703756592
good_form,90.41679205625758,122.29053030296527,33.30446387776553,27.944600813304753
good_form,93.23137093531909,124.7317188969003,33.43559337335025,27.490004430611787
good_form,96.99488874618697,124.40161624064086,33.1076251038214,25.06880537442762
good_form,103.7091667595426,127.35071718677787,31.71793731582773,24.025890098887622
good_form,110.97349437144663,128.53542673033294,30.37435485290123,22.388910361126005
good_form,115.889167863133,131.3023442865505,30.033683743884474,21.78404357431252
good_form,121.0402743151709,133.04891918044822,28.51010908421229,20.84396891217118
good_form,124.18524803849883,136.87147399402102,28.035919824559087,21.09642816710587
good_form,129.57478731134705,139.6671925654732,27.20925081621038,21.11583676696543
good_form,134.80366877075332,141.60030752829957,26.90219636351127,20.596453278777613
good_form,139.7649063407949,140.38110577245052,26.311181851698237,17.817731291987002
good_form,142.55049761151855,140.4145868864926,25.95633884435128,16.26370766921343
good_form,143.99292802661597,141.81607488307355,25.850233566032134,15.190425571680173
good_form,146.40708890124395,143.20101423845483,25.81467838026055,14.722090301236664
good_form,148.21423878331905,145.86685868147305,25.65305150808174,14.647161122523439
good_form,150.92282930176404,147.09826705321038,25.52677677837561,14.492991870362436
good_form,153.69656653031416,148.37874830997245,25.56379462238187,14.392140145323586
good_form,155.90365944851683,149.13369989409298,25.832965316640685,14.133634788132026
good_form,157.1900084895372,148.74307082877868,25.942465783296118,13.712755025521766
good_form,156.61170414801612,147.70424794074307,26.540010809556804,13.308013851127988
good_form,157.5224245364281,147.19010057731572,26.72763266919998,12.893976647432854
good_form,158.21899193595914,146.9009814750732,26.637493077767598,12.495310735760848
good_form,160.10199317553025,147.54969285338157,26.89829580653184,12.352762765056093
good_form,160.00866065297677,148.7570230050597,27.115336611477044,12.319394305447627
good_form,159.3210099368292,148.61717930209446,27.462984826146652,12.09820644294611
good_form,159.02214119966743,147.96220824777834,27.622358578272074,11.72761247034958
good_form,157.96187048959897,147.0683624696943,27.67894598644766,11.570000381887857
good_form,156.6391940305681,147.11619962733437,27.81739188348121,11.638706770910096
good_form,154.63587987367757,145.7761149709168,28.592370128805964,11.722637458870814
good_form,153.3333961556569,145.3451752112481,28.654272932117944,11.544924305762216
good_form,152.99279993742198,146.2142098479828,28.4602972217367,12.116755297108286
good_form,152.22080232845747,146.78180548403716,28.004389280432832,12.558850870937345
good_form,150.43351202528646,146.47579492678835,27.09769830856402,13.055436850433665
good_form,148.11346682489634,144.65764679490346,26.021082712009456,13.313770805225552
good_form,144.61790077639168,139.58593678673364,25.678294122575362,13.681060716547071
good_form,140.59709431327914,139.07031720699916,24.835228254879148,15.241079612106285
good_form,137.7157026351897,136.2099156916667,23.940387177424384,16.43067262600277
good_form,134.39145947890185,132.28630543342183,23.517758918817343,17.611608790712964
good_form,131.42254033769308,129.32564831222837,23.2649664034386,18.33884081753495
good_form,124.14231112400543,125.83084198039316,23.95070511474991,19.259245109002993
good_form,109.47285519010137,122.22673338172459,27.31329173898476,20.641068215513013
good_form,103.76278597692863,119.88657380927563,28.221356323347397,22.026568898898322
good_form,97.66725862302076,118.04640102800516,28.596990019551388,24.45918698284027
good_form,91.67263129151507,115.99954980442399,28.402261647636998,27.307008482780205
good_form,86.3482208759674,116.48047210226753,27.706437431993777,29.625448672351226
good_form,86.95654975078503,109.13433566431897,26.17801290920259,28.97743963539641
good_form,85.08413687816837,105.87880744447514,25.303332870460604,29.648376973721312
good_form,81.54370274457045,102.08419599134656,25.026089990673473,29.711145272959115
good_form,78.09916690581757,103.67147030311227,24.376868290027748,31.480303461902203
good_form,72.95866949098748,99.55913517872503,24.829962611960944,32.672599247628156
good_form,70.6028479979677,97.83213149476414,24.672572744756646,32.835958188671945
good_form,64.68126186569555,98.08091576406957,25.040824468704194,33.92420549560362
good_form,63.02393137171496,93.24948031317341,25.072983881351202,33.76037192049059
good_form,61.380946135762656,13.73604841746744,26.221867084562795,33.5473120280077
good_form,57.364557532861525,81.2517844718208,27.915607465627446,33.582209747456005
good_form,54.06773369783116,91.79882150369151,28.675278858380338,34.34512848678835
good_form,51.48753678444047,91.34080453049145,29.93521113333052,34.041057035455744
good_form,49.45703148463843,92.86928101747385,30.79742114784236,34.26309197784243
good_form,48.40689210375977,92.75504408164056,31.56552876228341,34.05508619897228
good_form,47.43940828412312,93.8840887579607,32.098662954578685,34.112032885731345
good_form,48.680324958066166,93.56043503913274,31.527324970876773,33.967606369894106
good_form,49.72371108751471,93.82214966402478,31.50310038709894,33.728577913352154
good_form,52.54516410865635,95.32274812468906,31.14003235531987,33.456514257193774
good_form,55.75801542688702,99.29257306780346,29.82421640643505,33.73353841038989
good_form,58.56752151603813,99.56036294458566,29.679392461137617,32.46979897553834
good_form,66.6077081568992,102.70889500466676,27.78523181550465,32.582724445650385
good_form,74.82961910412648,105.37658226287228,27.057871857551405,30.454125087753056
